,Forest fires,Crop Residues,Rice Cultivation,Drained organic soils (CO2),Pesticides Manufacturing,Food Transport,Forestland,Net Forest conversion,Food Household Consumption,Food Retail,On-farm Electricity Use,Food Packaging,Agrifood Systems Waste Disposal,Food Processing,Fertilizers Manufacturing,IPPU,Manure applied to Soils,Manure left on Pasture,Manure Management,Fires in organic soils,Fires in humid tropical forests,On-farm energy use,Rural population,Urban population,Total Population - Male,Total Population - Female,total_emission,Average Temperature Â°C
Congo,-0.11255808324635386,-0.3056579172798775,-0.24645022609415784,-0.04139456279282886,-0.26688775925953623,-0.3406413064876696,0.19598061664446187,-0.11473419768848811,-0.17528987299267115,-0.24515421537507573,-0.15581944538207362,-0.12923518098334202,-0.2559152523290698,-0.2083289966609647,-0.08271826868485377,-0.18533853955230667,-0.3193581137383342,-0.3814549676671404,-0.3178486934169775,-0.08148302180291511,-0.057034941136218986,-0.2241739919551447,-0.1943584139623498,-0.20646408916763892,-0.20697091148440497,-0.21256134958958686,-0.20625798229532047,-0.025683745176079433
Cook Islands,-0.25359107203916254,0.0,-0.19441787142198508,-0.20846481670138842,-0.26688775925953623,-0.36020988895120853,0.19594112125100543,-0.2240797496293188,-4.1777796453611674e-17,-0.24783433191396173,-0.1585749186818285,-0.1203568812843585,-0.26798616100747763,-0.1969327483675325,-0.1946957671087111,-0.18711343509299933,-0.3231937785284854,-0.3999295042280481,-0.3209013074462191,-0.08148302180291511,-0.21346912432629045,-0.2321052508853372,-0.21721722568658094,-0.2481036425201733,-0.24031715241842114,-0.24756620723246198,-0.2516137402071666,-1.918003244283466
Costa Rica,-0.23958556435784722,-0.30354081707784264,-0.24501231526132686,-0.2045505809081034,-0.15490169333436782,-0.2692867246744652,0.10158053757960359,-0.2240797496293188,-0.17407744395963134,-0.23862171037520516,-0.15845602642580756,-0.132288884459093,-0.20607689591191078,-0.19755514878893082,-0.2434976804753298,-0.18145732697820235,-0.24433541556499389,-0.3475349977771613,-0.3046284601384053,-0.08148302180291511,-0.20095073727328114,-0.22106543604727133,-0.2051236104368135,-0.2041150543588307,-0.21029366348929796,-0.2162040991410222,-0.2660675285065854,-0.09495805811880079
Croatia,-0.2500574758783602,-0.2575280037292992,-0.2134924981264869,-0.2079272165791704,-0.24277964784509026,-0.2739603223612645,0.134971387498991,-0.2167315695919027,-0.17043000289052387,-0.2282890822244589,-0.15668682088026722,-0.12756939891112765,-0.23014423829446598,-0.1858816760029044,-0.15616466601589185,-0.1629198873712906,-0.2642351385706387,-0.38580470951394835,-0.2598942434340687,-0.08148302180291511,-0.21346912432629045,-0.1704680540913761,-0.19539097734285574,-0.22258771348739775,-0.2169991445057251,-0.22180426427558017,-0.23870510219322394,0.7959700796954693
Cuba,-0.2236568931311994,-0.29722620414126677,-0.2135168049665728,-0.20846481670138842,-0.20321742683042474,-0.28485031666476107,0.15730212431169607,-0.2240797496293188,-0.14559126090778615,-0.21293916743409155,-0.14445902564340715,-0.13312526361800106,-0.11368988712821834,-0.20154134163644175,-0.25780231550534466,-0.1782938507360751,-0.25392578141132577,-0.20949354634791617,-0.2780562793287651,-0.08148302180291511,-0.18290940383745083,0.04174358515831827,-0.18443879234402166,-0.15212549728983513,-0.17444843541759694,-0.17775918469271465,-0.221482582552678,0.23043460673854893
Cyprus,-0.25359107203916254,-0.3047882476553502,-0.23270611057621826,-0.20846481670138842,-0.24511269088519794,-0.3379437997106264,0.19244096124305124,-0.22358833095192993,-0.174545165077985,-0.23902671790397703,-0.15140213084796075,-0.1315510872975822,-0.2569882521538441,-0.20135855241579123,-0.24185112933206754,-0.17813549700654016,-0.3130170120879295,-0.3905093466580092,-0.3118561077394941,-0.08148302180291511,-0.21346912432629045,-0.2247084462158528,-0.21225419633540607,-0.23950812769331,-0.23313225464751852,-0.24007847051355577,-0.2488823687244758,0.4737612540625626
Czechia,-0.25359107203916254,-0.18749769345223288,-0.20052509385773623,-0.19340102012192184,-0.19845183008304443,-0.11061386153933353,0.10852881439783957,-0.2085467406665824,-0.11657701170083871,-0.07114416952383824,-0.1414991162726607,-0.09462291910442923,-0.1924351924662937,-0.09262044009822025,-0.2673722677252976,-0.1273762166596367,-0.19069323465334667,-0.3829131769839526,-0.22105831259815223,-0.08148302180291511,-0.21346912432629045,-0.12187588936679719,-0.18272918297835,-0.16294209953449745,-0.17949055568238584,-0.18194652800211736,-0.19324447710332857,1.4015862270363515
Democratic People's Republic of Korea,-0.2528146609676968,-0.2285053422944751,-0.11374339225499228,-0.20005016673689377,-0.2492831764550859,-0.3327409536324731,0.1971024768517129,-0.17348830054830092,-0.16191990804778633,-0.10212129220135037,-0.15501815625176793,-0.13315484928417765,-0.020900967980717947,-0.19316427997602081,-0.13478610214283876,-0.11979557606064171,-0.27202843841909113,-0.34777504185049324,-0.27353548896393204,-0.08148302180291511,-0.21346912432629045,-0.1376727859327045,-0.09553045158384456,-0.07363633708779936,-0.09034396028358908,-0.08666760330279388,-0.15964809901156904,0.44974127544238307
Democratic Republic of the Congo,8.076056647170073,-0.2168187130630805,-0.19680025801929502,-0.1823440272998548,-0.22432530982192353,-0.3212172395683972,0.19598061664446187,9.508258099939972,-0.17731226315037898,-0.13639763798748067,-0.15859064121843391,-0.13286595865727838,0.0830048855743393,-0.21088671730217776,-0.2429973249760615,-0.18312617455939825,-0.2886101281619908,-0.3017761837867659,-0.2914071397906785,-0.08148302180291511,9.039962914277075,0.0,0.39208235748694614,0.1942228366599512,0.30058965699479256,0.32784478214974433,1.9764604135444441,0.32992564244346984
Denmark,-0.25359107203916254,-0.16288955742309877,-0.19415261105697915,-0.07517245349459942,-0.2155608123771674,-0.21191580433963514,0.16370662658414314,-0.1874553155343258,-0.1681352424213684,-0.22550217493351324,-0.14960799477498435,-0.12710556428061484,-0.24014550903085488,-0.13846037367829844,-0.23206682618888563,-0.16601270559181613,0.012856144816028018,-0.3702827321071704,0.15858135262551556,-0.08148302180291511,-0.21346912432629045,-0.21388014993426668,-0.20864356828074374,-0.19291815199979812,-0.20638687848259063,-0.21165431246707433,-0.2054050372104501,1.8807066289810017
Djibouti,-0.25359107203916254,-0.3061482070114931,-0.23270611057621826,-0.20846481670138842,-0.25795913777975177,-0.35869097965037927,0.1959806914847822,-0.2240797496293188,-0.17721592331208047,-0.24153834497318732,-0.15840235145273654,-0.12923518098334202,-0.26647100807622454,-0.19996992174980763,-0.24185112933206754,-0.18666079844432282,-0.322232528800263,-0.3784256337297887,-0.3191469291948672,-0.08148302180291511,-0.21346912432629045,-0.2318785364320903,-0.2145238069639365,-0.2397920989769789,-0.23405370675601148,-0.24092623003302255,-0.2548945046215479,-0.07381845578380136
Dominica,-0.25359107203916254,-0.30622726109369514,-0.23270611057621826,-0.20846481670138842,-0.25795913777975177,-0.3597741777684068,0.19580396558191282,-0.2240797496293188,-0.1773728493467857,-0.2504489231388621,-0.15841033123262172,-0.12551120989568054,-0.2700296665702686,-0.19996992174980763,-0.21473403248485168,-0.187114087602525,-0.3227011479376012,-0.39930660936741375,-0.32192860155761893,-0.08148302180291511,-0.21346912432629045,-0.23212398555258437,-0.21699925399904052,-0.2476689333518715,-0.2399913716930978,-0.24723130538134686,-0.25531024660225193,-0.9064636712665467
Dominican Republic,-0.25330728209126296,-0.29089169069691534,-0.164731476095579,-0.20846481670138842,-0.10590778949210664,-0.2364032152725789,0.16856870029802065,-0.2143005893879512,-0.14877808932655917,-0.12631013960863555,-0.1072711971777456,-0.1200268186009766,-0.09051303271980919,-0.1406551988219969,-0.2429973249760615,-0.17459201314287592,-0.1923237376836333,-0.24044612171606425,-0.27265060091177556,-0.08148302180291511,-0.21342692990352635,-0.20469476739899325,-0.19298185481549165,-0.14892975881416146,-0.17549760437496845,-0.18036325385378196,-0.20922891851303552,-0.14777345899111596
Ecuador,-0.2498766083156598,-0.2684924363105579,-0.1423630185121674,-0.20385238732341876,0.17094665126733752,-0.09880472927533131,0.19598061664446187,0.19778776403770157,-0.13157839187534007,-0.2178240239662664,-0.08015043204757967,-0.11265007695508868,-0.07793586577131201,-0.17027572302980395,-0.2434976804753298,-0.17095797140169824,-0.15817460227457766,-0.20520820143190052,-0.2637472155684252,-0.08148302180291511,-0.21300568385698154,-0.19764338003443374,-0.13947492137806408,-0.12775577627216447,-0.13718060019444253,-0.13944747571512353,-0.1120764815925698,0.0011788344642461252
Egypt,-0.25359107203916254,0.00012790533662821357,-0.0003106204559146214,-0.20846481670138842,-0.05458084260973778,0.5209543363376818,0.19598061664446187,-0.2211182409106959,0.24132702410967968,0.1796158628119302,0.11684064796152938,-0.12252677665134958,0.45611649189708314,-0.10399606839311623,0.5485041703512694,0.018458247238936663,-0.27105521594686155,-0.1003226633486605,-0.2756934313186264,-0.08148302180291511,-0.21346912432629045,0.004796065269212417,0.5203691589968846,0.22880508185745177,0.3979647759170201,0.4055926048396868,0.10190270876960929,-0.4523581582991416
El Salvador,-0.25164768238542234,-0.2922479140378313,-0.24651517227021724,-0.20846481670138842,-0.20856168325684435,-0.2984209310721218,0.19520048368225726,-0.20557079356086183,-0.16447609477342606,-0.23194451308918723,-0.1572838463200649,-0.1333899913878608,-0.19545942998194846,-0.2108338554951854,-0.09786000677917596,-0.18273206891363528,-0.2954732810304268,-0.368717836535544,-0.31211269734107033,-0.08148302180291511,-0.2127102014748336,-0.21357466661339397,-0.19572355166829802,-0.1967027929311945,-0.2052107325532582,-0.20714065327188666,-0.23400901968986082,-0.08452558629298326
Equatorial Guinea,-0.25321426914172657,0.0,-0.20330707729459738,-0.20842735115576494,-0.25795913777975177,-0.3524094873755267,0.19598061664446187,-0.1619997117350039,-0.17629547661259365,-0.23857895634030216,-0.15782273644177924,-0.13273067125109603,-0.265800832286087,-0.20403437866371313,-0.242141925998652,-0.18035469762634665,-0.32315809117582495,-0.399202862100251,-0.32187226660675,-0.08148302180291511,-0.213047817568346,-0.22678452212195724,-0.21253345807975904,-0.23711170295598288,-0.23049898572132085,-0.23842658244743883,-0.23788694562629703,-0.16227072419383132
Eritrea,-0.25359107203916254,-0.29902599211669334,-0.23261231338844024,-0.2079900045297374,-0.266110078246167,-0.3568135985870484,0.19325525437180846,-0.2134468130382739,-0.177154779003322,-0.2500712210068616,-0.15768792772110887,-0.12923518098334202,-0.22542803314727755,-0.19996992174980763,-0.24192505833633748,-0.186479911797632,-0.31148163135438295,-0.2654129823057165,-0.3047270256618723,-0.08148302180291511,-0.21346912432629045,-0.23078954434738516,-0.17736884527973365,-0.22391782692110693,-0.219819390898681,-0.22550508595068827,-0.2463174250095532,-1.951901261448639
Estonia,-0.25359107203916254,-0.28151713184886556,-0.22932424270675308,0.08813951260597587,-0.25211182000552096,-0.3272906963059032,0.1886987574912959,-0.2240797496293188,-0.17316100510398733,-0.22693465203806035,-0.15191092621025215,-0.13110195327551247,-0.25981303851284776,-0.19019460451720815,-0.26986361379684853,-0.18561172035831242,-0.29885454225532543,-0.39461544341931154,-0.2960944031002142,-0.08148302180291511,-0.21346912432629045,-0.20496755248063062,-0.21225914312176508,-0.23849413487077692,-0.23301588257804381,-0.23906981640022335,-0.235689946882688,3.399508354041955
Eswatini,-0.25151451585959744,-0.30484476111234965,-0.24664393625765677,-0.20846481670138842,-0.25788493933930323,-0.34717426854219297,0.18994756083511394,-0.2184475977362585,-0.1761463457767437,-0.2392740312541039,-0.14224199714911742,-0.1333899606463124,-0.26369655890815796,-0.19321931366525033,0.27290802150394566,-0.18704315611092417,-0.3197590192573619,-0.3699920030351946,-0.31795978087627524,-0.08148302180291511,-0.21346912432629045,-0.22722181423506219,-0.20360281802793856,-0.2444784808842246,-0.23353174120673262,-0.24035974083338232,-0.232171577889097,-1.1782163287919571
Ethiopia,0.1508738114309748,0.032760180149881996,-0.23277457092581613,0.11163017060645776,-0.20778400224347512,-0.22949790287024552,0.11552198526043606,0.28127239734894405,-0.17746484371771998,-0.24579364816359947,-0.15320920473910482,-0.11717164984282222,0.08926014917640987,-0.17804999322889373,-0.22787442220990017,-0.16436963887536332,-0.0937955745753067,3.4500958208276797,0.12845356125657448,-0.08148302180291511,-0.13951077046109397,-0.17224462511708938,0.8885004212297437,0.01674052439929504,0.45139033686957714,0.46926933423938477,0.04411789227407824,-0.18558005255897037
Falkland Islands (Malvinas),-0.25359107203916254,0.0,-0.024555082900039868,0.1054251054208066,-0.25795913777975177,-0.3602957706557088,0.19598061664446187,-0.2240797496293188,-0.17756122030415689,-0.24783433191396173,-0.15853764858477704,-0.12863496548897482,-0.26798616100747763,-0.18738308306274126,-0.11949605547838929,0.0,0.0,-0.18947900832217096,0.0,-0.08148302180291511,-0.21346912432629045,-0.2323724905054694,-0.21726309930286708,-0.2482220036056421,-0.24039065860298492,-0.2476525958205903,-0.21430650273240667,-0.14721443867314585
Faroe Islands,-0.25359107203916254,-0.3062253681793135,-0.23270611057621826,-0.19500972723112214,-0.26688775925953623,-0.3583066765301305,0.19597974393021797,-0.2240797496293188,-0.17756541648220894,-0.25054071877593714,-0.15737415481886705,-0.12512611380705913,-0.270212102516613,-0.19076951655461716,-0.11949605547838929,0.0,-0.3230606271027088,-0.3993475746423913,-0.3219005579255058,-0.08148302180291511,-0.21346912432629045,-0.20806993843809063,-0.21691103839622325,-0.2480177232257706,-0.2400941676083377,-0.24736448625044344,-0.24895646666492877,-1.1206536581341167
Fiji,-0.25359107203916254,-0.30607318782573606,-0.24615660746006654,-0.20396839900685826,-0.24200196683172104,-0.35263623990406906,0.16236934041752987,-0.2240797496293188,-0.17668987141431355,-0.23851674214244878,-0.15834490565658751,-0.13339335451325537,-0.2674719494341534,-0.2016124888551704,0.10923918853949963,-0.18702296032341173,-0.31631218829393365,-0.39107372256315404,-0.30675472612355875,-0.08148302180291511,-0.21346912432629045,0.0,-0.21231885521634666,-0.24251145764320517,-0.23498845316086583,-0.2420350619424132,-0.24921473897126759,-0.488174931152909
Finland,-0.25359107203916254,-0.25527971957926243,-0.21140643421313,0.5860239305052978,-0.21478313136379817,-0.21928709979318378,0.19598061664446187,-0.2240797496293188,-0.1723870456711452,-0.18285133721772134,-0.1537472955017027,-0.089910829973008,-0.2425334409346084,-0.18216716898336804,-0.20257699264693554,-0.15933922394162608,-0.23981407205538016,-0.38222900473231974,-0.23434332969418684,-0.08148302180291511,-0.21346912432629045,-0.20942914271013113,-0.20715012721720566,-0.19655687527929094,-0.20833950762087053,-0.21325231068489423,-0.17616601149282288,3.1139690815688583
France,-0.25069488335915857,0.4917112446779164,-0.23482724205272396,0.12124289824081581,0.5209031072834889,1.1500756855110739,-0.6569052551971365,-0.2240797496293188,-0.060925787107329765,0.3963724610766289,-0.13613560526424273,-0.043455234952568846,0.10198090594551522,1.9036954953625926,-0.1589875073861036,0.026791793422568384,1.3097876427504018,-0.009199742412523587,1.1676052028281496,-0.08148302180291511,-0.21346912432629045,0.7237743585427212,-0.06068704176239063,0.32820926436808995,0.12572267178570318,0.1619891363310122,0.023819251080787605,1.6223141962502499
French Polynesia,-0.25359107203916254,-0.3062278339493633,-0.23270611057621826,-0.20846481670138842,-0.266110078246167,-0.35233853469971826,0.19598061664446187,-0.2240797496293188,-0.17746690850374558,-0.24758029409347537,-0.15737415481886705,-0.12512611380705913,-0.2701829426208829,-0.19076951655461716,-0.11949605547838929,0.0,-0.32272004706243895,-0.399340352556695,-0.3200901749721421,-0.08148302180291511,-0.21346912432629045,-0.22955326447204233,-0.21588642744442102,-0.24629508036813735,-0.238617443745194,-0.24584210111125443,-0.25022030836495796,-1.1374250041529455
Gabon,-0.24243749994160357,-0.30550650903611365,-0.246611037906557,-0.17434679281487075,-0.2572772153783764,-0.35734324487362334,0.19598061664446187,-0.13226904455539099,-0.173368181921178,-0.24708791259034996,-0.15723009233927224,-0.13339291183495847,-0.2631682777429549,-0.20503818637570334,-0.07470739201032021,-0.18565932716130193,-0.3164663827243289,-0.39464881547363334,-0.31693605070045794,-0.08148302180291511,-0.20099821358781572,-0.2322130959565306,-0.21460159048311567,-0.22725298385848727,-0.22668604764237338,-0.23385246477145227,-0.22731452743027428,-0.27569050489742863
Gambia,-0.25359107203916254,-0.30195141657322916,-0.22067214529919804,-0.20846481670138842,-0.2567779060857363,-0.3593090064234423,0.19598061664446187,-0.21553109861995906,-4.1777796453611674e-17,-0.24286283097609868,-0.15840123097959335,-0.1203568812843585,-0.26127883457297524,-0.1969327483675325,-0.2252330412113767,-0.1870532941547932,-0.3214599734755254,-0.3752364810543819,-0.31879590218053727,-0.08148302180291511,-0.21346912432629045,-0.23110826683311256,-0.2065234883588627,-0.23269964103496368,-0.22537997697748754,-0.23175873161270127,-0.2506093250604192,0.5640138364520223
Georgia,-0.24864637223997618,-0.30000739350327443,-0.23261231338844024,-0.20846481670138842,-0.23889124277824414,-0.2969816644787276,0.19598061664446187,-0.2240797496293188,-0.16338993464064225,-0.2351930800280201,-0.15791115326480934,-0.13180113905223756,-0.24537233705660744,-0.20341694335594948,-0.1841537604271869,-0.1707107174608458,-0.31200002148540373,-0.34196242642319424,-0.3118293300613332,-0.08148302180291511,-0.21346912432629045,-0.22826679234151465,-0.1974744259986606,-0.22314074041323367,-0.21960869039424605,-0.22314206346098114,-0.23681343350640807,0.6033838605809596
Germany,-0.25359107203916254,0.312813824289308,-0.16370100324530643,1.3591246901996894,0.573007735179227,1.5481388182924212,-0.3000745827770355,-0.2240797496293188,0.3900377713188741,0.5061648084823102,-0.025275381962574752,0.1956911152652797,0.2115043736956376,0.6421100142258296,-0.1488887310337448,0.21094630384114982,1.0660512697708828,-0.17128021703293345,1.215636238831164,-0.08148302180291511,-0.21346912432629045,0.4499780211999516,0.015793356131209055,0.4442451453921278,0.24245051636111362,0.27158493680376405,0.29772788832681896,1.6231669765562924
Ghana,-0.17455827288844641,-0.23533238707957826,-0.21131319380066543,-0.2041917121040512,-0.05769156666321468,-0.18241927455373763,-0.12143408185237924,-0.2240797496293188,-0.15941216225881644,-0.23326331609860537,-0.1582939456761327,-0.1332412022936228,-0.07862654415191081,-0.2030826589793575,-0.2434976804753298,-0.1725967361599102,-0.27571267933117927,-0.17849374656385372,-0.276058851678977,-0.08148302180291511,-0.1251018304226548,-0.19051209972221356,-0.05311045611037225,-0.05732702007213211,-0.05190488815573042,-0.049274691022007,-0.2802754398579504,-0.3284207538210196
Gibraltar,-0.25359107203916254,0.0,-0.19415261105697915,-0.20846481670138842,-0.25795913777975177,-0.35078882830878383,0.19598061664446187,-0.2240797496293188,-0.17756065300477053,-0.2505068484192231,-0.15834168070504076,-0.12863496548897482,-0.2706632607124729,-0.18738308306274126,-0.11949605547838929,0.0,0.0,-0.18446375402308202,0.0,-0.08148302180291511,-0.21346912432629045,-0.2287407794228677,-0.21727097659051217,-0.24786775441197764,-0.24022092144281554,-0.24747412336933675,-0.24134636917231095,0.5448262795660754
Greece,-0.25133302386670464,-0.2635064998292913,-0.2177995159416486,-0.13643234380231203,-0.09190953125146059,-0.17598433796585936,0.19598061664446187,-0.22407898016517971,-0.15245091187549872,-0.05769041147357987,-0.0967202115472334,-0.10000825429403876,-0.07415321373549044,-0.13191494419609506,-0.24521305770141055,-0.14365869677704107,-0.21232775219492725,-0.28921709712893334,-0.23561048079840458,-0.08148302180291511,-0.21346912432629045,-0.21780407186681136,-0.18906599125721416,-0.15237938815487614,-0.17991919104333937,-0.18172785650401727,-0.1795333645290885,-0.18017911062071504
Greenland,-0.25359107203916254,0.0,-0.182948576133401,-0.20846481670138842,-0.25795913777975177,-0.3591089287905157,0.19597944203197662,-0.2240797496293188,-0.17754344568897087,-0.25025858908895277,-0.15859279597447853,-0.1333918358807646,-0.27061822417069453,-0.21005468694280488,-0.11949605547838929,0.0,0.0,-0.18446375402308202,0.0,-0.08148302180291511,-0.21346912432629045,-0.21832789316304185,-0.21718055684997545,-0.24771012738573606,-0.24006597007692096,-0.24734958996961995,-0.24211587689462483,-0.30468503530285973
Grenada,-0.25359107203916254,-0.30622265334158194,-0.23270611057621826,-0.20846481670138842,-0.25795913777975177,-0.3589707318223586,0.19598061664446187,-0.2240797496293188,-0.1771924435484099,-0.2496574578272886,-0.15737415481886705,-0.1273416630731508,-0.2693344634509686,-0.19996992174980763,-0.22078827993025588,-0.18709127559996955,-0.3231580581930591,-0.399542911999128,-0.3219827210890716,-0.08148302180291511,-0.21346912432629045,-0.2308407774174171,-0.216402220717793,-0.24781426607665735,-0.23968563810901913,-0.24691598641963802,-0.2553936746827412,-0.5915034782350028
Guadeloupe,-0.25359107203916254,0.0,-0.16670311442081215,-0.20846481670138842,-0.25676007112740357,-0.3429123491668471,0.19598061664446187,-0.22335985518006357,-0.17719813032282528,-0.2120695144623903,-0.15852680297935254,-0.12264709509666048,-0.2673284407801229,-0.18419086299290208,-0.11949605547838929,0.0,0.0,-0.18446375402308202,0.0,-0.08148302180291511,-0.21346912432629045,-0.23048367800664873,-0.21718665579923327,-0.24346245164876318,-0.23830863321266418,-0.24501268209939114,-0.23702618131352168,-0.7491257048017871
Guam,-0.25359107203916254,0.0,-0.19415261105697915,-0.20846481670138842,-0.07033508260810693,0.0020248657385197187,0.19397134431548702,-0.2240797496293188,-4.1777796453611674e-17,-0.1609216882287414,-0.11237023836580255,-0.06044781302965347,-0.270471492756114,-0.08746730933089812,-0.1189956999791209,0.0,0.0,-0.18446375402308202,0.0,-0.08148302180291511,-0.21346912432629045,0.0,-0.21716400077006,-0.24651175253731758,-0.2394108149383886,-0.2466433020651416,-0.21832799840598127,-0.3414093980034867
Guatemala,-0.15924257491767502,-0.2758623490149038,-0.24619772756385408,-0.20846481670138842,-0.03747186031561482,-0.19557348365441943,0.18159175576995093,-0.1527333920526565,-0.15100131035730996,-0.21570615224096415,-0.15709576484745186,-0.12872552541410806,-0.13346076872654514,-0.18692255256092297,-0.20991424215714916,-0.17039999658013458,-0.17338094366388324,-0.2300507719328538,-0.2557894427858254,-0.08148302180291511,-0.1148129480993803,-0.2082988261127382,-0.10923668161611784,-0.14767956375590652,-0.13943392470731433,-0.13986580165917417,-0.2031368318346207,0.33788492529985154
Guinea,-0.22847787430486402,-0.2126310135952022,0.09933655716594969,-0.16915993538357255,-0.26377703520605933,-0.3192569053093927,0.19371097610952404,-0.038761811988277814,-0.17669561560769517,-0.2090759410062803,-0.1573966406164796,-0.12923518098334202,-0.23091294627891004,-0.19996992174980763,-0.2434976804753298,-0.18679199609755856,-0.29390491753102027,-0.0031351263477953344,-0.2737312164532236,-0.08148302180291511,-0.18644984982005605,-0.21525331777829543,-0.10856478279346746,-0.19332161089523658,-0.16386448436665982,-0.16541854474160086,-0.16794617771345474,-0.2728479038772826
Guinea-Bissau,-0.19258709289627843,-0.3004640840046158,-0.23334158268238678,-0.20846481670138842,-0.2653323972327978,-0.35886987334174003,0.1959047108009228,-0.19991980680560195,-0.17732050851392955,-0.24432975456060507,-0.15854528360369508,-0.12923518098334202,-0.25908802609449993,-0.19996992174980763,-0.2434976804753298,-0.18706408021586757,-0.3074211890148962,-0.3586856372947643,-0.3076103733914952,-0.08148302180291511,-0.14526001858614973,-0.23146958778890062,-0.2032889538260921,-0.2386688872631873,-0.22873205394529086,-0.23511365451261812,-0.24668336161090998,0.36702158575630084
Guyana,-0.24508785316975343,-0.29490461937247736,-0.16825317030152337,-0.0315503298533836,-0.24977877696541329,-0.34519176356147446,0.19598061664446187,-0.0662278668303501,-0.17537401474578387,-0.24199710266695038,-0.15664410643294308,-0.13326935540364412,-0.2627773116442246,-0.20343784698071377,0.1102609336094751,-0.1861732851053471,-0.3079022096721977,-0.3902047050403933,-0.31693910550238585,-0.08148302180291511,-0.20474668718135786,-0.1801855927681753,-0.21002035285077772,-0.24595243222897434,-0.23583378015538814,-0.24266535544315287,-0.19204937077278975,-0.24470615377789387
Haiti,-0.25359107203916254,-0.2970937250413195,-0.23659207245311906,-0.20846481670138842,-0.26688775925953623,-0.3353305353097728,0.1961098430450391,-0.21396418776597873,-0.1763698043159984,0.01812178862035168,-0.15685123470561174,-0.12923518098334202,-0.14997724571901616,-0.19941634301444147,-0.2429973249760615,-0.18653034988549952,-0.2775166387271234,-0.306913524170783,-0.2948543461626454,-0.08148302180291511,-0.21346912432629045,-0.2269419516124648,-0.15616050690804198,-0.17793078110215932,-0.17458258802125118,-0.1775435883970967,-0.228289963581157,-0.10385527322994868
Holy See,-6.17299947457819e-17,0.0,0.3004442639191387,-0.20846481670138842,-0.25795913777975177,-0.356443545933547,0.19598061664446187,-0.2240797496293188,-0.17756583449228308,-0.2509828044587515,-0.150541362031734,-0.12923518098334202,-0.26798616100747763,-0.18738308306274126,-0.09304225009988171,-0.1871115483184674,0.0,0.2187768096448807,0.0,-0.08146013540424482,0.0,0.0,-0.21727097659051217,-0.24823819742121597,-0.24040984842653135,-0.2476721910108065,-0.19919741510116457,0.2857231965802829
Honduras,0.017946143729290008,-0.29402521120159175,-0.24591041983372242,-0.20846481670138842,-0.11212923759906045,-0.2858176795260517,0.19598061664446187,-0.13458923326279,-0.166349046329625,-0.20329703366171575,-0.141144421880159,-0.13339160839330647,-0.18286293274248572,-0.2016367972104316,-0.09786000677917596,-0.182526597482485,-0.25461620964907206,-0.27964353042189466,-0.2950571327212569,-0.08148302180291511,0.06358300715960222,-0.22311798121131338,-0.1665856900922603,-0.1868072775852009,-0.18036554821808212,-0.18606342457305916,-0.20502705684048464,0.5239331620680442
Hungary,-0.25359107203916254,-0.11203850472859381,-0.24534865298834915,0.10804903146633031,-0.12690517685307573,-0.18573534924134452,0.1436535153880116,-0.21819759478766812,-0.1489129297300939,-0.16101172125081503,-0.14170339432820903,-0.11927990964452112,-0.14953602676744196,-0.10712729427791799,-0.14206626291430063,-0.13055455630506346,-0.16625013565049374,-0.38136288607451213,-0.20368920420928663,-0.08148302180291511,-0.21346912432629045,-0.08887774557813584,-0.1834639247730244,-0.17327040678768474,-0.1855384975124349,-0.1852111998595883,-0.17411667975355546,0.8514007995882051
Iceland,-0.25359107203916254,-0.3061012328467064,-0.23270611057621826,-0.16662153507758712,-0.26688775925953623,-0.3271243442719083,0.194475514378539,-0.2240797496293188,-0.17754679895659867,-0.24958318771708113,-0.15856598362676352,-0.13203559869354634,-0.26375091902614156,-0.2087284739667675,-0.15281244792299412,-0.17549020991265402,-0.3155408863142987,-0.39416214720444614,-0.31511064142409734,-0.08148302180291511,-0.21346912432629045,-0.18270001825526933,-0.2170087092489166,-0.244755877153811,-0.23820386429231055,-0.2454788089908242,-0.2415137587402351,-1.2026626975651649
India,0.2249458384923337,5.552557944590678,7.294971472907137,0.07061888483428971,1.1889310977676533,1.5714624652829898,-0.3182256602123512,-0.2240797496293188,1.7300238325160286,3.26762369012869,11.74113803909479,0.3785805610324307,6.32023632439322,0.5585162999964397,1.7434617260244094,1.0565261946762117,4.139218301909197,5.493248449504392,4.767090451141388,-0.08148302180291511,-0.05972952554305347,0.015713971545871355,11.055129058699817,4.984669701514189,8.227037524339623,8.060164556864102,2.8619017241102567,-1.5939467279874737
Indonesia,-0.21203554137207828,0.7528337773661544,3.3306860025883944,13.513060394515948,-0.22644834656433654,0.5847172524081401,0.19598061664446187,3.362529550925369,0.9437855949053959,0.30318618340228753,-0.12590184281861666,0.20549078924516342,2.9646281404296992,-0.09597348946972754,0.4368721906025152,0.09769022323048404,1.7539676390176246,0.8812546760323059,1.0348241777222533,14.794282503179293,-0.17061762208367454,-0.08320209895190697,1.2609344984257422,1.421920937216391,1.3676754268275886,1.4120775564468628,2.3205667699597043,-0.3872625949379234
